,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,company_name,model_name,mileage (kmpl),engine (cc),max_power (bhp)
1498,2011,229999,18500,0,0,0,1,5.0,maruti,ritz vxi,18.5,1197.0,85.8
1499,2017,509999,142000,1,0,0,1,7.0,mahindra,tuv 300 t4,18.49,1493.0,100.0
1500,2016,670000,50478,0,0,0,1,5.0,ford,ecosport 1.5 ti vct mt trend bsiv,15.85,1499.0,110.4
1501,2019,525000,9200,0,0,1,1,5.0,tata,tiago 1.2 revotron xza,23.84,1199.0,83.83
1502,2016,515000,40000,1,0,0,1,5.0,renault,duster 85ps diesel rxe,19.87,1461.0,83.8
1503,2020,630000,5000,0,0,0,1,5.0,maruti,baleno delta,21.01,1197.0,81.8
1504,2019,270000,2300,0,0,0,1,5.0,datsun,redigo a,22.7,799.0,53.64
1505,2016,300000,40000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
1506,2012,250000,119000,1,0,0,1,8.0,mahindra,xylo d2 bsiv,14.0,2489.0,95.0
1507,2005,90000,100000,0,0,0,4,5.0,maruti,alto lx,19.7,796.0,46.3
1508,2017,750000,100000,1,0,0,1,7.0,maruti,ertiga shvs zdi plus,24.52,1248.0,88.5
1509,2009,135000,50000,0,0,0,2,5.0,maruti,wagon r lxi minor,18.9,1061.0,67.0
1510,2013,275000,80000,0,0,0,2,5.0,maruti,eeco smiles 5 seater ac,15.1,1196.0,73.0
1511,2018,740000,15000,0,0,0,1,5.0,tata,nexon 1.2 revotron xm,17.0,1198.0,108.5
1512,2019,690000,1303,0,1,0,1,5.0,honda,amaze s i-vtec,17.8,1198.0,86.7
1513,2018,3975000,31800,1,1,1,1,5.0,audi,q5 35tdi premium plus,17.01,1968.0,188.0
1514,2019,5150000,20000,0,1,1,1,5.0,lexus,es 300h,22.37,2487.0,214.56
1515,2017,3200000,45000,1,1,1,1,5.0,jaguar,xf 2.0 diesel portfolio,19.33,1999.0,177.0
1516,2017,4100000,17000,0,0,1,1,5.0,jeep,wrangler 2016-2019 3.6 4x4,9.5,3604.0,280.0
1517,2018,1000000,4295,0,2,0,1,5.0,toyota,yaris v bsiv,17.1,1496.0,105.5
1518,2018,1000000,5229,0,2,0,1,5.0,toyota,yaris v bsiv,17.1,1496.0,105.5
1519,2019,550000,4701,0,2,0,1,5.0,hyundai,grand i10 nios sportz,20.7,1197.0,81.86
1520,2016,600000,6757,0,2,0,1,5.0,maruti,baleno alpha,21.01,1197.0,81.8
1521,2016,675000,28182,0,2,1,1,5.0,skoda,rapid 1.6 mpi at style plus,14.3,1598.0,103.52
1522,2019,950000,11533,0,2,0,1,5.0,nissan,kicks xv bsiv,14.23,1498.0,104.55
1523,2017,850000,11688,0,2,0,1,5.0,honda,city i vtec v,17.8,1497.0,117.3
1524,2016,2000000,68089,0,2,1,1,5.0,toyota,camry 2.5 hybrid,19.16,2494.0,157.7
1525,2012,550000,57728,0,2,1,1,5.0,toyota,corolla altis 1.8 vl at,14.53,1794.0,138.1
1526,2018,925000,23712,1,2,0,1,5.0,maruti,ciaz 1.3 alpha,28.09,1248.0,88.5
1527,2015,625000,70670,0,2,1,1,5.0,ford,ecosport 1.5 ti vct at titanium,16.5,1499.0,110.0
1528,2014,200000,43381,0,1,0,2,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
1529,2014,635000,79011,0,2,1,1,5.0,honda,city i vtec cvt vx,18.0,1497.0,117.3
1530,2016,550000,56494,0,2,0,1,5.0,honda,jazz vx,18.2,1199.0,88.7
1531,2014,425000,50000,1,0,0,2,5.0,maruti,sx4 vdi,21.79,1248.0,88.73
1532,2011,220000,40000,0,0,0,1,5.0,maruti,wagon r vxi bs iv,18.9,998.0,67.1
1533,2018,590000,10000,0,0,0,1,5.0,hyundai,grand i10 1.2 kappa asta,18.9,1197.0,81.86
1534,2017,775000,35000,1,0,0,1,6.0,mahindra,thar crde,16.55,2498.0,105.0
1535,2015,350000,58500,0,0,0,1,5.0,maruti,ritz vxi,18.5,1197.0,85.8
1536,2018,575000,20000,0,0,0,1,5.0,maruti,baleno delta 1.2,21.4,1197.0,83.1
1537,2011,200000,43500,0,0,0,2,5.0,nissan,micra xl,18.06,1198.0,75.0
1538,2018,1575000,30000,1,0,0,1,7.0,tata,hexa xt,17.6,2179.0,153.86
1539,2015,600000,63000,1,0,0,1,5.0,ford,ecosport 1.5 tdci titanium bsiv,22.77,1498.0,98.59
1540,2016,720000,35000,1,0,0,1,7.0,mahindra,bolero 2011-2019 zlx bsiii,15.96,2523.0,62.1
1541,2012,158000,110000,1,0,0,2,5.0,tata,indigo ecs ls tdi bsiii,19.09,1396.0,69.0
1542,2018,1575000,25000,1,0,0,1,7.0,tata,hexa xt,17.6,2179.0,153.86
1543,2017,580000,30000,0,0,1,1,5.0,hyundai,xcent 1.2 vtvt s at,17.36,1197.0,81.86
1544,2012,420000,50000,1,0,0,1,7.0,mahindra,bolero 2011-2019 slx,15.96,2523.0,62.1
1545,2018,1200000,35000,1,0,0,1,8.0,mahindra,marazzo m6 8str,17.3,1497.0,121.0
1546,2018,350000,30000,0,0,0,1,5.0,renault,kwid 1.0 rxt optional,23.01,999.0,67.0
1547,2014,650000,56000,0,0,0,1,5.0,honda,city i vtec vx,17.4,1497.0,117.3
1548,2017,400000,12700,0,0,0,1,5.0,maruti,wagon r vxi bs iv,20.51,998.0,67.04
1549,2018,700000,35000,1,0,0,1,5.0,tata,nexon 1.5 revotorq xm,21.5,1497.0,108.5
1550,2017,520000,30000,0,0,0,1,5.0,hyundai,xcent 1.2 kappa sx,19.1,1197.0,82.0
1551,2012,450000,120000,1,0,0,1,9.0,mahindra,scorpio lx bsiv,12.05,2179.0,120.0
1552,2017,850000,100000,1,0,0,1,7.0,tata,safari storme ex,14.1,2179.0,147.94
1553,2017,350000,34000,0,0,0,1,5.0,renault,kwid rxt,25.17,799.0,53.3
1554,2011,450000,56000,1,0,0,1,8.0,mahindra,xylo d2,13.0,2489.0,95.0
1555,2008,165000,90000,0,0,0,1,5.0,hyundai,i10 era,19.81,1086.0,68.05
1556,2010,160000,65000,0,0,0,2,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
1557,2011,300000,80000,1,0,0,1,7.0,tata,new safari dicor 2.2 ex 4x4,13.93,2179.0,138.0
1558,2012,550000,90000,1,0,0,3,8.0,mahindra,scorpio vlx 2wd bsiv,12.05,2179.0,120.0
1559,2015,285000,40000,0,0,0,1,5.0,maruti,alto k10 vxi,23.95,998.0,67.05
1560,2016,850000,58000,1,0,0,1,5.0,hyundai,creta 1.6 crdi sx,19.67,1582.0,126.2
1561,2018,700000,19100,0,0,0,1,5.0,ford,freestyle titanium petrol bsiv,19.0,1194.0,94.68
1562,2018,900000,25000,0,0,0,1,7.0,maruti,ertiga zxi plus petrol,19.34,1462.0,103.0
1563,2005,180000,49455,0,0,0,1,5.0,maruti,alto lxi bsiii,19.7,796.0,46.3
1564,2016,220000,100000,0,0,0,1,5.0,hyundai,eon d lite plus option,21.1,814.0,55.2
1565,2013,120000,120000,1,0,0,1,5.0,tata,indica vista quadrajet ls,22.3,1248.0,74.0
1566,2010,220000,90000,0,0,0,4,5.0,hyundai,i20 asta optional with sunroof 1.2,17.0,1197.0,80.0
1567,2013,420000,46815,1,0,0,2,5.0,chevrolet,sail hatchback ls abs,22.1,1248.0,76.9
1568,2013,160000,110000,1,0,0,1,5.0,tata,indica vista tdi ls,19.4,1405.0,70.0
1569,2015,250000,80000,0,0,0,1,5.0,hyundai,eon era plus,21.1,814.0,55.2
1570,2013,385000,100000,1,0,0,3,7.0,maruti,ertiga zdi,20.77,1248.0,88.8
1571,2014,318000,80000,0,0,0,1,5.0,maruti,wagon r vxi bs iv with abs,20.51,998.0,67.06
1572,2018,480000,40000,0,0,0,1,5.0,hyundai,xcent 1.2 vtvt s,20.14,1197.0,81.86
1573,2015,330000,70000,0,0,0,3,5.0,maruti,celerio vxi,23.1,998.0,67.04
1574,2011,152000,80000,1,0,0,1,5.0,tata,indica vista aqua 1.4 tdi,17.0,1405.0,71.0
1575,2014,250000,40000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
1576,2011,248000,80000,1,0,0,1,5.0,tata,indica vista aqua 1.4 tdi,17.0,1405.0,71.0
1577,2011,300000,60000,0,0,0,2,5.0,nissan,micra xv,18.06,1198.0,75.0
1578,2017,550000,50000,0,0,0,1,5.0,hyundai,i20 1.2 spotz,18.6,1197.0,81.83
1579,2016,650000,30000,1,0,0,1,5.0,hyundai,i20 sportz 1.4 crdi,22.54,1396.0,88.73
1580,2017,445000,25000,0,0,0,1,5.0,hyundai,grand i10 magna,18.9,1197.0,82.0
1581,2010,450000,334000,1,0,0,1,7.0,toyota,innova 2.5 v diesel 7-seater,12.8,2494.0,102.0
1582,2016,600000,100000,1,0,0,1,7.0,mahindra,nuvosport n8,17.45,1493.0,100.0
1583,2014,495000,175000,1,0,0,1,5.0,renault,duster adventure edition,19.01,1461.0,108.45
1584,2011,220000,65000,0,0,1,3,5.0,maruti,sx4 zxi at,12.6,1586.0,103.3
1585,2011,260000,65000,0,0,1,3,5.0,maruti,sx4 zxi at,12.6,1586.0,103.3
1586,2009,150000,90000,0,0,0,1,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
1587,2011,200000,80000,1,0,0,2,5.0,ford,figo diesel titanium,20.0,1399.0,68.0
1588,2018,1465000,110000,1,0,0,1,7.0,mahindra,scorpio s11 bsiv,16.36,2179.0,140.0
1589,2008,250000,60000,0,0,1,3,5.0,honda,civic hybrid,20.0,1339.0,108.5
1590,2014,310000,160000,1,0,0,1,7.0,mahindra,xylo d4,14.95,2489.0,93.7
1591,2010,600000,100875,1,0,1,1,8.0,mahindra,scorpio vlx 4wd airbag at bsiv,11.79,2179.0,120.0
1592,2018,560000,20000,0,0,0,1,5.0,maruti,baleno delta 1.2,21.4,1197.0,83.1
1593,2016,500000,30000,0,0,0,1,5.0,maruti,swift dzire vxi,20.85,1197.0,83.14
1594,2013,270000,118000,1,0,0,1,5.0,hyundai,grand i10 crdi asta option,24.0,1120.0,70.0
1595,2013,420000,69000,1,0,0,3,5.0,hyundai,verna 1.6 sx,22.32,1582.0,126.32
1596,2015,434999,25000,0,0,0,2,5.0,maruti,swift dzire lxi,20.85,1197.0,83.14
1597,2015,400000,100000,0,0,1,1,5.0,hyundai,xcent 1.2 kappa at s option,16.9,1197.0,81.86
1598,2015,470000,110000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
1599,2015,480000,60000,1,0,0,3,5.0,nissan,terrano xl 85 ps,20.45,1461.0,83.8
1600,2008,105000,128000,0,0,0,1,5.0,hyundai,santro xing gl,0.0,1086.0,62.0
1601,2017,325000,120000,1,0,0,1,5.0,tata,tiago 1.05 revotorq xe,27.28,1047.0,69.0
1602,2020,675000,5000,0,0,1,1,5.0,hyundai,grand i10 nios amt sportz,20.7,1197.0,81.86
1603,2009,170000,90000,0,0,0,2,5.0,hyundai,i10 sportz option,20.36,1197.0,78.9
1604,2017,1250000,90000,1,0,0,1,5.0,hyundai,creta 1.6 crdi sx option,19.67,1582.0,126.2
1605,2012,600000,144030,0,0,0,1,5.0,honda,accord 2.4 m/t,12.8,2354.0,177.6
1606,2014,819999,200000,1,0,0,1,5.0,honda,city i dtec vx,25.1,1498.0,98.6
1607,2016,650000,29000,0,0,0,1,5.0,hyundai,i20 2015-2017 asta option 1.2,18.6,1197.0,81.83
1608,2007,105000,90000,3,0,0,2,5.0,maruti,wagon r lxi duo bsiii,17.3,1061.0,57.5
1609,2009,200000,176000,1,0,0,2,5.0,mahindra,renault logan 1.5 diesel dlsx,17.0,1461.0,66.0
1610,2013,200000,150000,1,0,0,1,5.0,tata,indigo cs lx (tdi) bs iii,19.09,1396.0,69.0
1611,2016,220000,90000,0,0,0,1,8.0,maruti,omni e mpi std bs iv,16.8,796.0,34.2
1612,2014,500000,70000,0,0,0,2,5.0,volkswagen,vento 1.6 highline,15.04,1598.0,103.2
1613,2007,175000,99000,1,0,0,2,5.0,mahindra,renault logan 1.5 dlx diesel,19.2,1461.0,65.0
1614,2018,450000,5000,0,0,0,1,5.0,tata,tiago 1.2 revotron xz,23.84,1199.0,84.0
1615,2008,210000,90000,1,0,0,4,5.0,chevrolet,optra magnum 2.0 lt,16.52,1991.0,123.7
1616,2011,270000,89000,1,0,0,2,5.0,maruti,ritz vdi,21.1,1248.0,73.9
1617,2006,110000,88000,1,0,0,2,5.0,tata,indica v2 dls tc,16.8,1405.0,62.0
1618,2015,480000,30000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
1619,2016,650000,50000,1,0,1,2,5.0,maruti,swift dzire amt zdi,26.59,1248.0,74.0
1620,2013,480000,80000,1,0,0,1,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
1621,2016,700000,40000,1,0,0,1,5.0,hyundai,i20 asta option 1.4 crdi,22.54,1396.0,88.73
1622,2015,650000,110000,1,0,0,3,7.0,maruti,ertiga vdi,20.77,1248.0,88.76
1623,2015,1300000,48000,1,0,0,2,5.0,hyundai,creta 1.6 crdi sx plus dual tone,19.67,1582.0,126.2
1624,2016,1350000,97000,1,0,1,1,5.0,volkswagen,jetta 2.0l tdi highline at,16.96,1968.0,138.03
1625,2016,1000000,60000,1,0,1,1,5.0,volkswagen,vento 1.5 tdi highline at,22.15,1498.0,108.6
1626,2011,1700000,110000,1,0,1,3,5.0,mercedes-benz,m-class ml 350 4matic,0.0,2987.0,165.0
1627,2018,1080000,12800,0,0,1,1,5.0,toyota,yaris v cvt bsiv,17.8,1496.0,105.5
1628,2012,170000,40000,0,0,0,1,5.0,hyundai,eon d lite,21.1,814.0,55.2
1629,2017,610000,49000,1,0,0,1,5.0,maruti,swift ddis vdi,28.4,1248.0,74.0
1630,2014,350000,25000,0,0,0,1,5.0,maruti,ritz vxi,18.5,1197.0,85.8
1631,2016,260000,65000,0,0,0,2,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
1632,2015,700000,20000,1,0,0,1,5.0,fiat,linea 1.3 multijet emotion,20.4,1248.0,91.7
1633,2018,678000,17000,0,0,0,1,5.0,volkswagen,polo 2015-2019 1.0 mpi highline plus,18.78,999.0,75.0
1634,2015,800000,15000,1,0,0,1,5.0,maruti,sx4 s cross 2015-2017 ddis 200 zeta,23.65,1248.0,88.5
1635,2014,400000,120000,1,0,0,2,5.0,toyota,etios gd,23.59,1364.0,67.04
1636,2010,300000,49000,0,0,0,1,5.0,hyundai,i20 magna,18.5,1197.0,80.0
1637,2016,520000,29000,0,0,0,1,5.0,hyundai,i20 2015-2017 magna 1.2,18.6,1197.0,81.83
1638,2017,850000,55000,1,0,1,1,5.0,nissan,terrano xv d premium amt,19.61,1461.0,108.5
1639,2019,1460000,5000,1,0,0,1,7.0,mahindra,marazzo m8,17.3,1497.0,121.0
1640,2017,830000,35000,1,0,0,1,5.0,tata,nexon 1.5 revotorq xz plus,21.5,1497.0,108.5
1641,2018,430000,5000,0,0,0,2,5.0,datsun,go t option bsiv,20.63,1198.0,67.0
1642,2017,850000,60000,1,0,0,1,5.0,ford,ecosport 1.5 tdci platinum edition bsiv,22.77,1498.0,98.59
1643,2017,650000,70000,0,0,0,1,5.0,maruti,swift dzire zxi,20.85,1197.0,83.14
1644,2008,120000,120000,1,0,0,2,5.0,hyundai,verna crdi,16.8,1493.0,110.0
1645,2016,730000,65100,1,0,0,2,7.0,mahindra,tuv 300 t8,18.49,1493.0,100.0
1646,2019,525000,20000,0,0,1,1,5.0,maruti,ignis 1.2 amt delta bsiv,20.89,1197.0,81.8
1647,2015,600000,108000,1,0,0,1,5.0,hyundai,i20 active 1.4 sx,21.19,1396.0,88.73
1648,2019,500000,15000,0,0,0,1,5.0,maruti,swift lxi,21.21,1197.0,81.8
1649,2009,150000,77000,0,0,0,1,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
1650,2015,409999,18500,0,0,0,1,5.0,maruti,wagon r vxi bs iv,20.51,998.0,67.04
1651,2016,625000,120000,1,0,0,1,7.0,mahindra,tuv 300 t8,18.49,1493.0,100.0
1652,2015,290000,15200,0,0,0,1,5.0,renault,kwid rxt,25.17,799.0,53.3
1653,2015,500000,35000,0,0,0,1,7.0,honda,mobilio v i vtec,17.3,1497.0,117.3
1654,2011,475000,80000,1,0,0,1,5.0,hyundai,verna 1.6 sx,22.32,1582.0,126.32
1655,2013,190000,70000,0,0,0,1,5.0,hyundai,eon era plus,21.1,814.0,55.2
1656,2014,750000,80000,1,0,0,2,7.0,mahindra,xuv500 w6 2wd,15.1,2179.0,140.0
1657,2014,525000,120000,1,0,0,2,5.0,nissan,terrano xv 110 ps,19.01,1461.0,108.5
1658,2012,495000,82000,1,0,0,3,5.0,chevrolet,cruze ltz,17.3,1998.0,163.7
1659,2017,2625000,9000,1,1,1,1,5.0,jaguar,xe 2016-2019 2.0l diesel prestige,13.6,1999.0,177.0
1660,2019,5150000,20000,0,1,1,1,5.0,lexus,es 300h,22.37,2487.0,214.56
1661,2017,3200000,45000,1,1,1,1,5.0,jaguar,xf 2.0 diesel portfolio,19.33,1999.0,177.0
1662,2015,503000,110000,1,0,0,1,7.0,tata,safari storme ex,14.1,2179.0,147.94
1663,2019,3800000,20000,1,0,1,1,5.0,volvo,xc40 d4 inscription bsiv,18.0,1969.0,190.0
1664,2016,2000000,68089,0,2,1,1,5.0,toyota,camry 2.5 hybrid,19.16,2494.0,157.7
1665,2013,225000,58343,0,2,0,1,5.0,maruti,wagon r lxi,21.79,998.0,67.05
1666,2018,740000,38817,1,1,0,1,5.0,maruti,baleno alpha 1.3,27.39,1248.0,74.0
1667,2016,550000,56494,0,2,0,1,5.0,honda,jazz vx,18.2,1199.0,88.7
1668,2013,750000,79328,1,2,0,2,7.0,toyota,innova 2.5 vx (diesel) 7 seater,12.99,2494.0,100.6
1669,2019,650000,5621,0,2,1,1,5.0,maruti,swift amt vvt vxi,22.0,1197.0,81.8
1670,2017,625000,25538,0,2,0,1,5.0,toyota,etios vx,16.78,1496.0,88.73
1671,2018,600000,69779,0,1,1,1,5.0,maruti,swift amt zxi,22.0,1197.0,81.8
1672,2017,450000,56290,1,1,0,1,5.0,hyundai,grand i10 1.2 crdi sportz,24.0,1186.0,73.97
1673,2019,5400000,7500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
1674,2019,5500000,8500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
1675,2019,779000,7032,0,2,1,1,5.0,honda,amaze v cvt petrol bsiv,19.0,1199.0,88.76
1676,2016,645000,11000,0,1,1,1,5.0,skoda,rapid 1.6 mpi at elegance,14.3,1598.0,103.5
1677,2018,2475000,2000,1,1,1,1,5.0,volvo,v40 d3 r-design,16.8,1984.0,150.0
1678,2010,321000,60000,0,0,1,2,5.0,honda,city 1.5 v at,16.8,1497.0,118.0
1679,2017,585000,50000,0,0,0,1,5.0,toyota,etios liva 1.2 v dual tone,17.71,1197.0,78.9
1680,2011,225000,70000,1,0,0,1,5.0,ford,figo diesel exi,20.0,1399.0,68.0
1681,2017,500000,70000,1,0,0,1,5.0,honda,amaze e i-dtec,25.8,1498.0,98.6
1682,2011,350000,90000,1,0,0,3,5.0,hyundai,i20 1.4 crdi asta,23.0,1396.0,90.0
1683,2016,756000,70000,1,0,0,2,7.0,maruti,ertiga shvs ldi option,24.52,1248.0,88.5
1684,2014,240000,50000,0,0,0,1,5.0,maruti,alto 800 vxi,22.74,796.0,47.3
1685,2012,80000,120000,0,0,0,2,8.0,maruti,omni 8 seater bsii,19.7,796.0,35.0
1686,2019,800000,5000,0,0,0,1,5.0,hyundai,i20 active s petrol,17.19,1197.0,81.86
1687,2018,1250000,25000,1,0,0,1,7.0,tata,hexa xe,17.6,2179.0,147.94
1688,2009,320000,80000,1,0,0,3,7.0,mahindra,scorpio vls 2.2 mhawk,12.05,2179.0,120.0
1689,2017,509999,25000,0,0,0,1,5.0,hyundai,grand i10 sportz,18.9,1197.0,82.0
1690,2019,650000,15000,1,0,0,1,5.0,tata,zest quadrajet 1.3 75ps xe,22.95,1248.0,74.0
1691,2011,210000,35000,0,0,0,2,5.0,maruti,alto k10 2010-2014 vxi,20.92,998.0,67.1
1692,2008,110000,80000,0,0,0,2,5.0,maruti,alto lxi,19.7,796.0,46.3
1693,2017,665000,25000,1,0,0,1,5.0,tata,nexon 1.5 revotorq xe,21.5,1497.0,108.5
1694,2017,555000,52000,1,0,0,1,5.0,volkswagen,ameo 1.5 tdi comfortline,21.66,1498.0,108.62
1695,2017,560000,52000,1,0,0,1,5.0,volkswagen,ameo 1.5 tdi comfortline,21.66,1498.0,108.62
1696,2016,375000,80000,1,0,0,1,6.0,mahindra,kuv 100 mfalcon d75 k6 plus,25.32,1198.0,77.0
1697,2017,2950000,50000,1,0,1,1,7.0,toyota,fortuner 2.8 4wd at bsiv,15.04,2755.0,174.5
1698,2017,605000,127000,1,0,0,1,5.0,maruti,swift dzire vdi,28.4,1248.0,74.02
1699,2017,720000,30000,0,0,0,1,5.0,honda,wr-v i-vtec vx,17.5,1199.0,88.7
1700,2017,800000,70000,1,0,0,1,7.0,maruti,ertiga shvs zdi plus,24.52,1248.0,88.5
1701,2017,1325000,54000,1,0,0,1,7.0,mahindra,xuv500 w10 2wd,16.0,2179.0,140.0
1702,2011,625000,120000,1,0,0,2,6.0,mitsubishi,pajero 2.8 sfx bsiii single tone,10.5,2835.0,116.9
1703,2011,350000,116500,1,0,0,1,5.0,hyundai,i20 1.4 crdi sportz,23.0,1396.0,90.0
1704,2012,600000,145000,1,0,0,2,8.0,toyota,innova 2.5 g (diesel) 8 seater,12.99,2494.0,100.0
1705,2012,300000,120000,0,0,0,1,5.0,hyundai,i20 sportz 1.2,18.5,1197.0,82.85
1706,2011,240000,120000,1,0,0,1,7.0,tata,new safari dicor 2.2 vx 4x2 bs iv,13.93,2179.0,138.1
1707,2016,377000,80000,1,0,0,1,5.0,ford,figo 1.5d trend mt,25.83,1498.0,99.0
1708,2013,450000,140000,0,0,0,1,7.0,maruti,ertiga vxi,16.02,1373.0,93.7
1709,2008,160000,100000,0,0,0,4,5.0,hyundai,verna xi (petrol),13.9,1599.0,103.2
1710,2019,525000,100000,0,0,0,1,5.0,hyundai,xcent 1.2 vtvt e,20.14,1197.0,81.86
1711,2011,550000,168000,1,0,0,2,8.0,toyota,innova 2.5 g (diesel) 7 seater bs iv,12.8,2494.0,102.0
1712,2010,270000,120000,1,0,0,3,5.0,chevrolet,cruze ltz,18.3,1991.0,147.9
1713,2016,570000,145000,1,0,0,2,5.0,toyota,etios gd,23.59,1364.0,67.05
1714,2011,225000,90000,1,0,0,2,5.0,ford,figo diesel titanium,20.0,1399.0,68.0
1715,2019,590000,90000,0,0,0,1,5.0,hyundai,xcent 1.2 vtvt s,20.14,1197.0,81.86
1716,2018,1675000,80000,1,0,0,1,5.0,jeep,compass 2.0 longitude option bsiv,17.1,1956.0,170.0
1717,2019,800000,33000,0,1,0,1,5.0,ford,aspire titanium bsiv,19.4,1194.0,94.93
1718,2014,450000,13500,0,0,0,1,5.0,chevrolet,sail 1.2 ls abs,18.2,1199.0,82.4
1719,2012,300000,80000,1,0,0,1,5.0,tata,indigo lx,17.0,1405.0,70.0
1720,2017,645000,20000,0,0,0,1,5.0,hyundai,i20 1.2 spotz,18.6,1197.0,81.83
1721,2013,520000,58000,1,0,0,1,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
1722,2013,200000,40000,0,0,0,1,5.0,hyundai,eon magna plus,21.1,814.0,55.2
1723,2015,700000,30000,0,0,0,1,5.0,honda,city i vtec v,17.4,1497.0,117.3
1724,2000,45000,50000,0,0,0,2,4.0,maruti,800 ac,16.1,796.0,37.0
1725,2016,459999,73000,1,0,0,1,5.0,ford,figo aspire 1.5 tdci ambiente,25.83,1498.0,99.0
1726,2014,325000,90000,1,0,0,2,5.0,maruti,ritz vdi,23.2,1248.0,73.94
1727,2015,350000,50000,0,0,0,2,5.0,maruti,wagon r vxi bs iv,20.51,998.0,67.04
1728,2011,440000,80000,1,0,0,3,5.0,hyundai,verna 1.6 crdi,22.32,1582.0,126.3
1729,2011,320000,70000,1,0,0,2,5.0,hyundai,i20 1.4 crdi magna,21.9,1396.0,90.0
1730,2011,169000,41000,0,0,0,1,5.0,chevrolet,spark 1.0 ls,18.0,995.0,62.0
1731,2013,350000,50000,0,0,0,4,5.0,volkswagen,polo petrol comfortline 1.2l,16.47,1198.0,73.9
1732,2014,350000,113226,1,1,0,1,5.0,ford,classic 1.4 duratorq titanium,19.68,1399.0,67.0
1733,2013,310000,90000,1,0,0,2,5.0,ford,figo diesel celebration edition,20.0,1399.0,68.1
1734,2010,420000,160500,1,0,0,4,5.0,mahindra,scorpio m2di,13.5,2179.0,115.0
1735,2015,685000,30000,0,0,1,1,5.0,maruti,ciaz at zxi,19.12,1373.0,91.1
1736,2014,560000,132000,1,0,0,2,5.0,renault,duster 4x4,19.72,1461.0,108.45
1737,2013,470000,120000,1,0,0,3,5.0,maruti,swift vdi,22.9,1248.0,74.0
1738,2011,380000,80000,0,0,0,2,5.0,hyundai,verna transform vtvt,16.2,1599.0,103.2
1739,2015,670000,57000,1,0,0,2,7.0,mahindra,scorpio 1.99 s6 plus,15.4,1997.0,120.0
1740,2018,550000,5000,0,0,0,1,5.0,maruti,swift dzire lxi 1.2 bs iv,22.0,1197.0,81.8
1741,2016,749000,25000,0,0,0,1,5.0,hyundai,verna 1.6 vtvt sx,17.01,1591.0,121.3
1742,2015,899000,80000,1,0,0,2,5.0,hyundai,creta 1.6 crdi sx option,19.67,1582.0,126.2
1743,2011,290000,88000,1,0,0,3,5.0,chevrolet,optra magnum 2.0 ls bsiii,16.52,1991.0,123.7
1744,2014,869999,217000,1,0,0,2,7.0,toyota,innova 2.5 vx (diesel) 7 seater,12.99,2494.0,100.6
1745,2015,350000,60000,0,0,0,1,7.0,datsun,go plus a,20.62,1198.0,67.0
1746,2017,500000,43000,0,0,0,1,5.0,maruti,swift dzire vxi,20.85,1197.0,83.14
1747,2014,400000,77000,1,0,1,2,5.0,skoda,rapid 1.5 tdi at ambition plus,21.66,1498.0,103.6
1748,2016,260000,30000,0,0,0,1,5.0,renault,kwid rxt,25.17,799.0,53.3
1749,2015,220000,40000,0,0,0,2,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
1750,2014,190000,139000,1,0,0,2,8.0,chevrolet,enjoy tcdi ls 8 seater,18.2,1248.0,73.8
1751,2016,400000,80000,0,0,0,1,5.0,hyundai,grand i10 magna,18.9,1197.0,82.0
1752,2014,170000,76000,1,0,0,2,5.0,chevrolet,beat diesel lt option,25.44,936.0,56.3
1753,2019,650000,3500,0,0,0,1,5.0,hyundai,elite i20 magna plus bsiv,18.6,1197.0,81.86
1754,2007,60000,62000,0,0,0,2,4.0,maruti,800 ac bsiii,16.1,796.0,37.0
1755,2007,300000,110000,0,0,0,2,7.0,tata,new safari 4x2,12.0,2092.0,127.0
1756,2012,125000,40000,0,0,0,2,5.0,chevrolet,spark 1.0 lt,16.2,995.0,62.1
1757,2012,500000,1500000,1,0,0,1,7.0,mahindra,xuv500 w6 2wd,15.1,2179.0,140.0
1758,2011,170000,70000,0,0,0,3,5.0,maruti,alto lx,19.7,796.0,46.3
1759,2012,310000,77000,1,0,0,2,5.0,maruti,swift dzire ldi,19.3,1248.0,73.9
1760,2011,130000,110000,0,0,0,2,5.0,chevrolet,spark 1.0 lt,18.0,995.0,62.0
1761,2016,465000,20000,0,0,0,1,5.0,maruti,wagon r vxi optional,20.51,998.0,67.04
